time,open,high,low,close,volume
2026-03-30,155.0,158.5,152.0,157.1,1246800
2026-03-31,157.2,158.0,156.0,156.0,864400
2026-04-01,156.5,166.9,156.2,166.9,1686900
2026-04-02,170.0,170.0,161.2,165.5,1060100
2026-04-01,156.5,166.9,156.2,166.9,1686900
2026-04-02,170.0,170.0,161.2,165.5,1060100
2026-03-30,155.0,158.5,152.0,157.1,1246800
2026-03-31,157.2,158.0,156.0,156.0,864400
2026-04-01,156.5,166.9,156.2,166.9,1686900
2026-04-02,170.0,170.0,161.2,165.5,1060100
2026-03-31,157.2,158.0,156.0,156.0,864400
2026-04-01,156.5,166.9,156.2,166.9,1686900
2026-04-02,170.0,170.0,161.2,165.5,1060100
